username,tweetcreatedts,tweet,label_sentimen,tweet_cf,tweet_clean,tweet_clean_alay,tweet_token,tweet_stopword,tweet_normalisasi,tweet_stemming,tweet_bersih
hyuneshaa,2021-10-23 14:29:09,@l33_y0u 14 kayaknya? tapi itu pas sekolah offline sih... semenjak online school ga dikasihtau rankingnya selain yang 10 besar sjdjdjsjjds,0,yu kayaknya tapi itu pas sekolah offline sih semenjak online school ga dikasihtau rankingnya selain yang besar sjdjdjsjjds,yu kayaknya tapi itu pas sekolah offline sih semenjak online school ga dikasihtau rankingnya selain yang besar sjdjdjsjjds,yu kayaknya tapi itu pas sekolah offline sih semenjak online school tidak dikasihtau rankingnya selain yang besar sjdjdjsjjds,"['yu', 'kayaknya', 'tapi', 'itu', 'pas', 'sekolah', 'offline', 'sih', 'semenjak', 'online', 'school', 'tidak', 'dikasihtau', 'rankingnya', 'selain', 'yang', 'besar', 'sjdjdjsjjds']","['yu', 'kayaknya', 'pas', 'sekolah', 'offline', 'semenjak', 'online', 'school', 'dikasihtau', 'rankingnya', 'sjdjdjsjjds']","['you', 'kayaknya', 'pas', 'sekolah', 'offline', 'semenjak', 'daring', 'school', 'dikasihtau', 'rankingnya', 'sjdjdjsjjds']","['you', 'kayak', 'pas', 'sekolah', 'offline', 'semenjak', 'daring', 'school', 'dikasihtau', 'rankingnya', 'sjdjdjsjjds']",you kayak pas sekolah offline semenjak daring school dikasihtau rankingnya sjdjdjsjjds
sweetiekepmoon,2021-10-23 14:04:03,"@yourmilkeuty aku ikut seneng klo kak minji sehat, wkwkw ngga kok hari ini sampe kmren² blom ada yang bikin nangis, skrng beneran lagi seneng. seminggu sekolah offline trus duit nya ku beliin pc kevin jadi kaya duh kaya kebahagiaan banget gak sie, trus besok libur kaya dah lah seneng😀",1,aku ikut seneng klo kak minji sehat wkwkw ngga kok hari ini sampe kmren blom ada yang bikin nangis skrng beneran lagi seneng seminggu sekolah offline trus duit nya ku beliin pc kevin jadi kaya duh kaya kebahagiaan banget gak sie trus besok libur kaya dah lah seneng,aku ikut seneng klo kak minji sehat wkwkw ngga kok hari ini sampe kmren blom ada yang bikin nangis skrng beneran lagi seneng seminggu sekolah offline trus duit nya ku beliin pc kevin jadi kaya duh kaya kebahagiaan banget gak sie trus besok libur kaya dah lah seneng,aku ikut senang kalau kak minji sehat wkwk tidak kok hari ini sampai kemarin belum ada yang bikin menangis sekarang benaran lagi senang seminggu sekolah offline terus duit nya ku belikan pc kevin jadi kayak aduh kayak kebahagiaan banget tidak sih terus besok libur kayak sudah lah senang,"['aku', 'ikut', 'senang', 'kalau', 'kak', 'minji', 'sehat', 'wkwk', 'tidak', 'kok', 'hari', 'ini', 'sampai', 'kemarin', 'belum', 'ada', 'yang', 'bikin', 'menangis', 'sekarang', 'benaran', 'lagi', 'senang', 'seminggu', 'sekolah', 'offline', 'terus', 'duit', 'nya', 'ku', 'belikan', 'pc', 'kevin', 'jadi', 'kayak', 'aduh', 'kayak', 'kebahagiaan', 'banget', 'tidak', 'sih', 'terus', 'besok', 'libur', 'kayak', 'sudah', 'lah', 'senang']","['senang', 'kak', 'minji', 'sehat', 'wkwk', 'kemarin', 'menangis', 'benaran', 'senang', 'seminggu', 'sekolah', 'offline', 'duit', 'ku', 'belikan', 'pc', 'kevin', 'kayak', 'aduh', 'kayak', 'kebahagiaan', 'banget', 'besok', 'libur', 'kayak', 'senang']","['senang', 'kak', 'minji', 'sehat', 'wkwk', 'kemarin', 'menangis', 'benaran', 'senang', 'seminggu', 'sekolah', 'offline', 'duit', 'ku', 'belikan', 'pc', 'kevin', 'kayak', 'aduh', 'kayak', 'kebahagiaan', 'banget', 'besok', 'libur', 'kayak', 'senang']","['senang', 'kak', 'minji', 'sehat', 'wkwk', 'kemarin', 'menang', 'benar', 'senang', 'minggu', 'sekolah', 'offline', 'duit', 'ku', 'belikan', 'pc', 'kevin', 'kayak', 'aduh', 'kayak', 'bahagia', 'banget', 'besok', 'libur', 'kayak', 'senang']",senang kak minji sehat wkwk kemarin menang benar senang minggu sekolah offline duit ku belikan pc kevin kayak aduh kayak bahagia banget besok libur kayak senang
pcygrlfrnd,2021-10-23 13:43:37,knp semenjak sekolah offline jam tudur gua balik kek dulu si. masa jam segini mata uda berat bngt 😭😩 gua mau begadang oi mau baca au sampe malem ☹️,-1,knp semenjak sekolah offline jam tudur gua balik kek dulu si masa jam segini mata uda berat bngt gua mau begadang oi mau baca au sampe malem,knp semenjak sekolah offline jam tudur gua balik kek dulu si masa jam segini mata uda berat bngt gua mau begadang oi mau baca au sampe malem,kenapa semenjak sekolah offline jam tudur gue balik kayak dulu sih masa jam segini mata sudah berat banget gue mau begadang oi mau baca au sampai malam,"['kenapa', 'semenjak', 'sekolah', 'offline', 'jam', 'tudur', 'gue', 'balik', 'kayak', 'dulu', 'sih', 'masa', 'jam', 'segini', 'mata', 'sudah', 'berat', 'banget', 'gue', 'mau', 'begadang', 'oi', 'mau', 'baca', 'au', 'sampai', 'malam']","['semenjak', 'sekolah', 'offline', 'jam', 'tudur', 'gue', 'kayak', 'jam', 'segini', 'mata', 'berat', 'banget', 'gue', 'begadang', 'oi', 'baca', 'au', 'malam']","['semenjak', 'sekolah', 'offline', 'jam', 'tudur', 'saya', 'kayak', 'jam', 'segini', 'mata', 'berat', 'banget', 'saya', 'begadang', 'oi', 'baca', 'au', 'malam']","['semenjak', 'sekolah', 'offline', 'jam', 'tudur', 'saya', 'kayak', 'jam', 'gin', 'mata', 'berat', 'banget', 'saya', 'begadang', 'oi', 'baca', 'au', 'malam']",semenjak sekolah offline jam tudur saya kayak jam gin mata berat banget saya begadang oi baca au malam
WaloKukus,2021-10-23 13:38:52,"@mattchac @tubirfess Kalo pake masker terus sih gpp ya kalo menurut aing 
Tapi plisss dongg sekolah/kuliah ini ayok offline 😭😭🙏
Sedih aku tuh daring muluuk
Gegara covid gk selesai², jadi gak offline² anjri",1,kalo pake masker terus sih gpp ya kalo menurut aing tapi plisss dongg sekolahkuliah ini ayok offline sedih aku tuh daring muluuk gegara covid gk selesai jadi gak offline anjri,kalo pake masker terus sih gpp ya kalo menurut aing tapi plisss dongg sekolahkuliah ini ayok offline sedih aku tuh daring muluuk gegara covid gk selesai jadi gak offline anjri,kalau pakai masker terus sih tidak apa apa ya kalau menurut aku tapi plisss dong sekolahkuliah ini ayo offline sedih aku itu daring muluuk gara gara covid tidak selesai jadi tidak offline anjri,"['kalau', 'pakai', 'masker', 'terus', 'sih', 'tidak', 'apa', 'apa', 'ya', 'kalau', 'menurut', 'aku', 'tapi', 'plisss', 'dong', 'sekolahkuliah', 'ini', 'ayo', 'offline', 'sedih', 'aku', 'itu', 'daring', 'muluuk', 'gara', 'gara', 'covid', 'tidak', 'selesai', 'jadi', 'tidak', 'offline', 'anjri']","['pakai', 'masker', 'plisss', 'sekolahkuliah', 'ayo', 'offline', 'sedih', 'daring', 'muluuk', 'gara', 'gara', 'covid', 'selesai', 'offline', 'anjri']","['pakai', 'masker', 'plisss', 'sekolahkuliah', 'ayo', 'offline', 'sedih', 'daring', 'muluuk', 'gara', 'gara', 'covid', 'selesai', 'offline', 'anjri']","['pakai', 'masker', 'plisss', 'sekolahkuliah', 'ayo', 'offline', 'sedih', 'daring', 'muluuk', 'gara', 'gara', 'covid', 'selesai', 'offline', 'anjri']",pakai masker plisss sekolahkuliah ayo offline sedih daring muluuk gara gara covid selesai offline anjri
baeharagi,2021-10-23 13:34:36,pentingnya sekolah offline full senin-jumat ampe jam 4 gunanya biar org2 kagak aneh eps nctzen,1,pentingnya sekolah offline full seninjumat ampe jam gunanya biar org kagak aneh eps nctzen,pentingnya sekolah offline full seninjumat ampe jam gunanya biar org kagak aneh eps nctzen,pentingnya sekolah offline full seninjumat sampai jam gunanya biar orang tidak aneh episode nctzen,"['pentingnya', 'sekolah', 'offline', 'full', 'seninjumat', 'sampai', 'jam', 'gunanya', 'biar', 'orang', 'tidak', 'aneh', 'episode', 'nctzen']","['sekolah', 'offline', 'full', 'seninjumat', 'jam', 'gunanya', 'orang', 'aneh', 'episode', 'nctzen']","['sekolah', 'offline', 'full', 'seninjumat', 'jam', 'gunanya', 'orang', 'aneh', 'episode', 'nctzen']","['sekolah', 'offline', 'full', 'seninjumat', 'jam', 'guna', 'orang', 'aneh', 'episode', 'nctzen']",sekolah offline full seninjumat jam guna orang aneh episode nctzen
bisagilaahahhah,2021-10-23 13:31:03,"@bertanyarl Dan setelah ngelakuin sholat 5 waktu ""aja"" do'a ku satu persatu terkabul, muali dari aku pengen sekolah offline, terus pengen dicerdas kan otak nya dalam hal akademik maupun non akademik (ini beneran diturutin, aku do'a ini pas sholat subuh, dan pas udah jam 9 aku ngerjain tugas-",1,dan setelah ngelakuin sholat waktu aja doa ku satu persatu terkabul muali dari aku pengen sekolah offline terus pengen dicerdas kan otak nya dalam hal akademik maupun non akademik ini beneran diturutin aku doa ini pas sholat subuh dan pas udah jam aku ngerjain tugas,dan setelah ngelakuin sholat waktu aja doa ku satu persatu terkabul muali dari aku pengen sekolah offline terus pengen dicerdas kan otak nya dalam hal akademik maupun non akademik ini beneran diturutin aku doa ini pas sholat subuh dan pas udah jam aku ngerjain tugas,dan setelah melakukan salat waktu saja doa ku satu persatu terkabul muali dari aku ingin sekolah offline terus ingin dicerdas kan otak nya dalam hal akademik maupun non akademik ini benaran diturutin aku doa ini pas salat subuh dan pas sudah jam aku mengerjakan tugas,"['dan', 'setelah', 'melakukan', 'salat', 'waktu', 'saja', 'doa', 'ku', 'satu', 'persatu', 'terkabul', 'muali', 'dari', 'aku', 'ingin', 'sekolah', 'offline', 'terus', 'ingin', 'dicerdas', 'kan', 'otak', 'nya', 'dalam', 'hal', 'akademik', 'maupun', 'non', 'akademik', 'ini', 'benaran', 'diturutin', 'aku', 'doa', 'ini', 'pas', 'salat', 'subuh', 'dan', 'pas', 'sudah', 'jam', 'aku', 'mengerjakan', 'tugas']","['salat', 'doa', 'ku', 'persatu', 'terkabul', 'muali', 'sekolah', 'offline', 'dicerdas', 'otak', 'akademik', 'non', 'akademik', 'benaran', 'diturutin', 'doa', 'pas', 'salat', 'subuh', 'pas', 'jam', 'tugas']","['salat', 'doa', 'ku', 'persatu', 'terkabul', 'muali', 'sekolah', 'offline', 'dicerdas', 'otak', 'akademik', 'non', 'akademik', 'benaran', 'diturutin', 'doa', 'pas', 'salat', 'subuh', 'pas', 'jam', 'tugas']","['salat', 'doa', 'ku', 'satu', 'kabul', 'mual', 'sekolah', 'offline', 'cerdas', 'otak', 'akademik', 'non', 'akademik', 'benar', 'diturutin', 'doa', 'pas', 'salat', 'subuh', 'pas', 'jam', 'tugas']",salat doa ku satu kabul mual sekolah offline cerdas otak akademik non akademik benar diturutin doa pas salat subuh pas jam tugas
skzlovys,2021-10-23 13:30:23,"@seoyaaaaa Alhamdulillah, aku baik kak tapi ya gitu semenjak sekolah offline jadi susah main twt hikss",-1,alhamdulillah aku baik kak tapi ya gitu semenjak sekolah offline jadi susah main twt hikss,alhamdulillah aku baik kak tapi ya gitu semenjak sekolah offline jadi susah main twt hikss,alhamdulillah aku baik kak tapi ya begitu semenjak sekolah offline jadi susah main twit hikss,"['alhamdulillah', 'aku', 'baik', 'kak', 'tapi', 'ya', 'begitu', 'semenjak', 'sekolah', 'offline', 'jadi', 'susah', 'main', 'twit', 'hikss']","['alhamdulillah', 'kak', 'semenjak', 'sekolah', 'offline', 'susah', 'main', 'twit', 'hikss']","['alhamdulillah', 'kak', 'semenjak', 'sekolah', 'offline', 'susah', 'main', 'twit', 'hikss']","['alhamdulillah', 'kak', 'semenjak', 'sekolah', 'offline', 'susah', 'main', 'twit', 'hikss']",alhamdulillah kak semenjak sekolah offline susah main twit hikss
reneleoo,2021-10-23 13:16:25,"@imarmarwatih Jadinya kuliah di cirebon, udah mulai offline kuliah dia. Pamit sekolah terakhir kelas 2 SMA tau-tau udah kuliah aja, hahaha",0,jadinya kuliah di cirebon udah mulai offline kuliah dia pamit sekolah terakhir kelas sma tautau udah kuliah aja hahaha,jadinya kuliah di cirebon udah mulai offline kuliah dia pamit sekolah terakhir kelas sma tautau udah kuliah aja hahaha,jadinya kuliah di cirebon sudah mulai offline kuliah dia pamit sekolah terakhir kelas sama tautau sudah kuliah saja haha,"['jadinya', 'kuliah', 'di', 'cirebon', 'sudah', 'mulai', 'offline', 'kuliah', 'dia', 'pamit', 'sekolah', 'terakhir', 'kelas', 'sama', 'tautau', 'sudah', 'kuliah', 'saja', 'haha']","['kuliah', 'cirebon', 'offline', 'kuliah', 'pamit', 'sekolah', 'kelas', 'tautau', 'kuliah', 'haha']","['kuliah', 'cirebon', 'offline', 'kuliah', 'pamit', 'sekolah', 'kelas', 'tautau', 'kuliah', 'tertawa']","['kuliah', 'cirebon', 'offline', 'kuliah', 'pamit', 'sekolah', 'kelas', 'tautau', 'kuliah', 'tertawa']",kuliah cirebon offline kuliah pamit sekolah kelas tautau kuliah tertawa
kooadorable,2021-10-23 13:14:15,senin udah offline tapi aku belum beli sepatu sekolah :))))),1,senin udah offline tapi aku belum beli sepatu sekolah,senin udah offline tapi aku belum beli sepatu sekolah,senin sudah offline tapi aku belum beli sepatu sekolah,"['senin', 'sudah', 'offline', 'tapi', 'aku', 'belum', 'beli', 'sepatu', 'sekolah']","['senin', 'offline', 'beli', 'sepatu', 'sekolah']","['senin', 'offline', 'beli', 'sepatu', 'sekolah']","['senin', 'offline', 'beli', 'sepatu', 'sekolah']",senin offline beli sepatu sekolah
studyjwi,2021-10-23 13:08:09,mau sekolah offline...,1,mau sekolah offline,mau sekolah offline,mau sekolah offline,"['mau', 'sekolah', 'offline']","['sekolah', 'offline']","['sekolah', 'offline']","['sekolah', 'offline']",sekolah offline
jhaecuties,2021-10-23 13:04:17,sekolah offline bikin aku jadi gendut,1,sekolah offline bikin aku jadi gendut,sekolah offline bikin aku jadi gendut,sekolah offline bikin aku jadi gendut,"['sekolah', 'offline', 'bikin', 'aku', 'jadi', 'gendut']","['sekolah', 'offline', 'gendut']","['sekolah', 'offline', 'gendut']","['sekolah', 'offline', 'gendut']",sekolah offline gendut
hhhyjii_,2021-10-23 12:47:56,ya Allah weekend...gue blm siap sekolah offline lagiiii,-1,ya allah weekendgue blm siap sekolah offline lagiiii,ya allah weekendgue blm siap sekolah offline lagiiii,ya allah weekendgue belum siap sekolah offline lagi,"['ya', 'allah', 'weekendgue', 'belum', 'siap', 'sekolah', 'offline', 'lagi']","['allah', 'weekendgue', 'sekolah', 'offline']","['allah', 'weekendgue', 'sekolah', 'offline']","['allah', 'weekendgue', 'sekolah', 'offline']",allah weekendgue sekolah offline
xbbyloeyy,2021-10-23 12:38:27,"@l0eydust bener sie, aku jd semangat sekolah offline gegara ada crush WKWKWWKWK tapi minderrr",1,bener sie aku jd semangat sekolah offline gegara ada crush wkwkwwkwk tapi minderrr,bener sie aku jd semangat sekolah offline gegara ada crush wkwkwwkwk tapi minderrr,benar sih aku jadi semangat sekolah offline gara gara ada crush wkwkwwkwk tapi minderrr,"['benar', 'sih', 'aku', 'jadi', 'semangat', 'sekolah', 'offline', 'gara', 'gara', 'ada', 'crush', 'wkwkwwkwk', 'tapi', 'minderrr']","['semangat', 'sekolah', 'offline', 'gara', 'gara', 'crush', 'wkwkwwkwk', 'minderrr']","['semangat', 'sekolah', 'offline', 'gara', 'gara', 'crush', 'wkwkwwkwk', 'minderrr']","['semangat', 'sekolah', 'offline', 'gara', 'gara', 'crush', 'wkwkwwkwk', 'minderrr']",semangat sekolah offline gara gara crush wkwkwwkwk minderrr
nurulfasyeehah,2021-10-23 12:35:30,"""assalamualaikum murid murid harini kita kelas offline sebab cikgu ada urusan kat sekolah..."" https://t.co/RZMy9WrSng",1,assalamualaikum murid murid harini kita kelas offline sebab cikgu ada urusan kat sekolah,assalamualaikum murid murid harini kita kelas offline sebab cikgu ada urusan kat sekolah,assalamualaikum murid murid hari ini kita kelas offline sebab cikgu ada urusan kat sekolah,"['assalamualaikum', 'murid', 'murid', 'hari', 'ini', 'kita', 'kelas', 'offline', 'sebab', 'cikgu', 'ada', 'urusan', 'kat', 'sekolah']","['assalamualaikum', 'murid', 'murid', 'kelas', 'offline', 'cikgu', 'urusan', 'kat', 'sekolah']","['assalamualaikum', 'murid', 'murid', 'kelas', 'offline', 'guru', 'urusan', 'kat', 'sekolah']","['assalamualaikum', 'murid', 'murid', 'kelas', 'offline', 'guru', 'urus', 'kat', 'sekolah']",assalamualaikum murid murid kelas offline guru urus kat sekolah
chesetoys,2021-10-23 12:10:10,kak ell udah sekolah offline kah? — udah 3 minggu gue sekolah offline https://t.co/ApAdRbopKO,0,kak ell udah sekolah offline kah udah minggu gue sekolah offline,kak ell udah sekolah offline kah udah minggu gue sekolah offline,kak ell sudah sekolah offline kah sudah minggu gue sekolah offline,"['kak', 'ell', 'sudah', 'sekolah', 'offline', 'kah', 'sudah', 'minggu', 'gue', 'sekolah', 'offline']","['kak', 'ell', 'sekolah', 'offline', 'kah', 'minggu', 'gue', 'sekolah', 'offline']","['kak', 'ell', 'sekolah', 'offline', 'kah', 'minggu', 'saya', 'sekolah', 'offline']","['kak', 'ell', 'sekolah', 'offline', 'kah', 'minggu', 'saya', 'sekolah', 'offline']",kak ell sekolah offline kah minggu saya sekolah offline
joyouslilies,2021-10-23 11:52:32,gatau kenapa tapi sekolah offline tuh bikin capek bgt,-1,gatau kenapa tapi sekolah offline tuh bikin capek bgt,gatau kenapa tapi sekolah offline tuh bikin capek bgt,tak tau kenapa tapi sekolah offline itu bikin cape banget,"['tak', 'tau', 'kenapa', 'tapi', 'sekolah', 'offline', 'itu', 'bikin', 'cape', 'banget']","['sekolah', 'offline', 'cape', 'banget']","['sekolah', 'offline', 'capek', 'banget']","['sekolah', 'offline', 'capek', 'banget']",sekolah offline capek banget
JS25_2,2021-10-23 11:44:51,Dah sekolah offline jdi tambah sibuk,-1,dah sekolah offline jdi tambah sibuk,dah sekolah offline jdi tambah sibuk,sudah sekolah offline jadi tambah sibuk,"['sudah', 'sekolah', 'offline', 'jadi', 'tambah', 'sibuk']","['sekolah', 'offline', 'sibuk']","['sekolah', 'offline', 'sibuk']","['sekolah', 'offline', 'sibuk']",sekolah offline sibuk
nyakawr,2021-10-23 11:08:03,aku sedang gelisah krn selasa dan rabu masuk sekolah offline dan aku blm hafal yg hrs dihafalin,-1,aku sedang gelisah krn selasa dan rabu masuk sekolah offline dan aku blm hafal yg hrs dihafalin,aku sedang gelisah krn selasa dan rabu masuk sekolah offline dan aku blm hafal yg hrs dihafalin,aku sedang gelisah karena selasa dan rabu masuk sekolah offline dan aku belum hafal yang harus dihafalin,"['aku', 'sedang', 'gelisah', 'karena', 'selasa', 'dan', 'rabu', 'masuk', 'sekolah', 'offline', 'dan', 'aku', 'belum', 'hafal', 'yang', 'harus', 'dihafalin']","['gelisah', 'selasa', 'rabu', 'masuk', 'sekolah', 'offline', 'hafal', 'dihafalin']","['gelisah', 'selasa', 'rabu', 'masuk', 'sekolah', 'offline', 'hafal', 'dihafalin']","['gelisah', 'selasa', 'rabu', 'masuk', 'sekolah', 'offline', 'hafal', 'dihafalin']",gelisah selasa rabu masuk sekolah offline hafal dihafalin
jaykilovely,2021-10-23 10:51:02,@jakegrlfrnd AAAAA KAK RANI SEKOLAH OFFLINE LAGI KAPAN?,0,aaaaa kak rani sekolah offline lagi kapan,aaaaa kak rani sekolah offline lagi kapan,aaaaa kak rani sekolah offline lagi kapan,"['aaaaa', 'kak', 'rani', 'sekolah', 'offline', 'lagi', 'kapan']","['aaaaa', 'kak', 'rani', 'sekolah', 'offline']","['aaaaa', 'kak', 'rani', 'sekolah', 'offline']","['aaaaa', 'kak', 'rani', 'sekolah', 'offline']",aaaaa kak rani sekolah offline
209Ymn,2021-10-23 10:43:49,@infobdg gapapa min sy lebih suka sekolah offline,1,gapapa min sy lebih suka sekolah offline,gapapa min sy lebih suka sekolah offline,tidak apa apa min saya lebih suka sekolah offline,"['tidak', 'apa', 'apa', 'min', 'saya', 'lebih', 'suka', 'sekolah', 'offline']","['min', 'suka', 'sekolah', 'offline']","['min', 'suka', 'sekolah', 'offline']","['min', 'suka', 'sekolah', 'offline']",min suka sekolah offline
tthecinnamon,2021-10-23 10:36:55,Grgr libur sekolah offline seminggu jadi gapengen sekolah offline lagi gxbsnanajsjjss nyaman dirumah😭😭😭,-1,grgr libur sekolah offline seminggu jadi gapengen sekolah offline lagi gxbsnanajsjjss nyaman dirumah,grgr libur sekolah offline seminggu jadi gapengen sekolah offline lagi gxbsnanajsjjss nyaman dirumah,gara gara libur sekolah offline seminggu jadi gapengen sekolah offline lagi gxbsnanajsjjss nyaman di rumah,"['gara', 'gara', 'libur', 'sekolah', 'offline', 'seminggu', 'jadi', 'gapengen', 'sekolah', 'offline', 'lagi', 'gxbsnanajsjjss', 'nyaman', 'di', 'rumah']","['gara', 'gara', 'libur', 'sekolah', 'offline', 'seminggu', 'gapengen', 'sekolah', 'offline', 'gxbsnanajsjjss', 'nyaman', 'rumah']","['gara', 'gara', 'libur', 'sekolah', 'offline', 'seminggu', 'gapengen', 'sekolah', 'offline', 'gxbsnanajsjjss', 'nyaman', 'rumah']","['gara', 'gara', 'libur', 'sekolah', 'offline', 'minggu', 'gapengen', 'sekolah', 'offline', 'gxbsnanajsjjss', 'nyaman', 'rumah']",gara gara libur sekolah offline minggu gapengen sekolah offline gxbsnanajsjjss nyaman rumah
